user_id,auction_id,cat1,cat2,buy_mount,day,year,quarter,month,birthday,gender,age
513441334,19909384116,50008168,50010557,1,2012-12-12,2012,4,12,2011-01-05,1,1.94
377550424,15771663914,28,50015841,1,2012-11-23,2012,4,11,2011-06-20,1,1.43
47342027,14066344263,50008168,50013636,1,2012-09-11,2012,3,9,2010-10-08,1,1.93
119784861,20796936076,50008168,50140021,1,2012-11-29,2012,4,11,2012-03-27,0,0.68
159129426,15198386301,50008168,50013711,2,2012-08-08,2012,3,8,2010-08-25,0,1.96
275261625,23062392785,50008168,50010558,1,2013-06-10,2013,2,6,2010-05-25,0,3.05
20995405,36818435772,50008168,50013636,1,2014-07-31,2014,3,7,2011-11-14,0,2.71
504804896,36740523560,122650008,50012361,1,2014-11-18,2014,4,11,2010-02-20,0,4.75
669302326,8945822711,38,211122,6,2013-05-26,2013,2,5,2010-04-06,0,3.14
1027969540,37554024452,50008168,50012442,1,2014-03-26,2014,1,3,2013-02-28,0,1.07
419554296,37829194505,28,50024153,1,2014-12-31,2014,4,12,2012-07-09,1,2.48
717297456,18852684292,50014815,50008727,1,2013-10-18,2013,4,10,2013-06-12,1,0.35
874621830,26692404101,122650008,50012359,1,2013-11-25,2013,4,11,2010-12-20,1,2.93
711528325,15799901720,50008168,50012451,1,2014-02-28,2014,1,2,2010-11-14,1,3.29
56736746,13725195879,28,50008817,10,2013-01-05,2013,1,1,2012-11-05,1,0.17
91177545,38600977799,50008168,121466023,1,2014-10-29,2014,4,10,2010-02-03,0,4.74
136997100,35447551022,50008168,50013636,1,2013-11-11,2013,4,11,2013-01-13,1,0.83
707774847,35505954971,50008168,121472022,1,2014-12-30,2014,4,12,2011-03-31,0,3.75
161512438,36797644528,50014815,50012564,1,2014-04-09,2014,2,4,2013-03-04,0,1.1
2104818212,40553447811,28,121540027,1,2014-11-11,2014,4,11,2014-03-27,0,0.63
87659835,4600695918,28,50023732,1,2013-04-24,2013,2,4,2011-09-30,1,1.57
188799366,23990428301,50008168,50012451,1,2014-03-19,2014,1,3,2011-11-30,1,2.3
286307391,12277146635,50014815,50004457,1,2012-11-25,2012,4,11,2011-10-09,0,1.13
283250293,20261713153,50008168,50006602,1,2013-10-07,2013,4,10,2013-06-13,1,0.32
14905422,40739265133,50014815,50234023,1,2015-02-05,2015,1,2,2011-04-29,1,3.78
410823343,10682626256,50014815,50009541,1,2012-11-07,2012,4,11,2011-03-26,1,1.62
160688669,20803560636,50008168,50007012,1,2012-12-29,2012,4,12,2011-09-15,1,1.29
325249615,18350150733,50022520,50016706,1,2013-09-27,2013,3,9,2011-01-03,0,2.73
412025994,37347696228,28,50023670,1,2014-06-21,2014,2,6,2013-04-02,1,1.22
116466705,16949927732,50008168,50010549,1,2013-11-11,2013,4,11,2013-01-01,0,0.86
116466705,37893437620,50008168,50010558,1,2014-03-29,2014,1,3,2013-01-01,0,1.24
711496874,15079145376,50022520,50016704,1,2014-03-26,2014,1,3,2011-10-25,0,2.42
848302497,42258876583,50008168,50013636,1,2014-12-12,2014,4,12,2014-02-18,1,0.81
13802003,26680928161,50008168,121408024,2,2014-09-12,2014,3,9,2011-10-22,1,2.89
300031861,15556186232,50022520,50023632,1,2014-02-18,2014,1,2,2014-01-05,0,0.12
139924698,37310042870,122650008,50012361,1,2014-05-26,2014,2,5,2012-01-17,1,2.36
2230873305,36078196999,50014815,50009540,1,2014-11-05,2014,4,11,2012-02-01,0,2.76
426768576,13569192180,28,121540027,1,2014-03-26,2014,1,3,2013-04-01,1,0.98
72875105,14151218336,50014815,50009549,1,2012-09-17,2012,3,9,2012-08-02,0,0.13
106828323,19622521690,50014815,50012835,1,2014-06-15,2014,2,6,2014-02-01,0,0.37
775276242,37469217502,122650008,50012364,1,2014-04-16,2014,2,4,2011-02-01,0,3.21
50839954,19707779331,38,211122,6,2013-10-27,2013,4,10,2011-08-11,0,2.21
759253421,35139641534,50008168,121394024,1,2014-07-13,2014,3,7,2014-02-27,0,0.37
31036295,35401823936,50008168,50006602,1,2013-10-17,2013,4,10,2012-02-05,1,1.7
229463294,15226482483,50014815,50018831,1,2014-08-12,2014,3,8,2013-07-07,0,1.1
255635397,21825255344,50014815,50018831,1,2014-10-18,2014,4,10,2013-06-07,1,1.36
67170281,13973014432,50008168,50013711,1,2012-09-19,2012,3,9,2012-06-12,1,0.27
204505282,17968651336,50008168,50146022,1,2012-12-11,2012,4,12,2010-10-06,0,2.18
756621534,40519345896,50008168,121394024,1,2014-12-03,2014,4,12,2014-10-16,1,0.13
1017989581,35886834108,50008168,50006235,1,2014-12-01,2014,4,12,2014-08-04,1,0.33
13735440,18163455793,38,211122,6,2013-12-19,2013,4,12,2012-03-23,0,1.74
2114469016,38650644752,28,50023797,1,2014-08-09,2014,3,8,2014-04-16,0,0.32
842436337,19152924798,50008168,50013636,1,2013-10-15,2013,4,10,2011-10-16,1,2.0
807555311,40558883295,50008168,50010555,1,2014-11-11,2014,4,11,2014-02-13,1,0.74
12519465,18981655392,50014815,50018831,1,2013-09-10,2013,3,9,2013-07-05,1,0.18
112842020,40114158465,28,50006097,1,2014-09-10,2014,3,9,2010-11-25,0,3.79
51880578,25498040503,28,50023709,1,2013-08-07,2013,3,8,2011-01-07,0,2.58
191156136,22333639799,50022520,50012373,1,2013-10-16,2013,4,10,2013-04-15,0,0.5
124613323,15186722756,28,50006095,1,2012-07-02,2012,3,7,2011-04-20,1,1.2
250900287,22915764719,38,50018202,6,2014-04-26,2014,2,4,2013-07-08,1,0.8
72231900,18192190705,28,251725,1,2014-04-26,2014,2,4,2011-02-21,0,3.18
305489040,41627297374,50008168,50013636,1,2014-10-13,2014,4,10,2013-08-11,1,1.17
360647838,38913401898,50008168,50010555,1,2014-06-15,2014,2,6,2014-01-20,0,0.4
13503298,19381961259,50008168,50023886,1,2013-08-01,2013,3,8,2012-09-28,0,0.84
628367479,38794320798,28,50013177,1,2014-11-06,2014,4,11,2012-01-26,1,2.78
818864954,38028790160,50008168,50006602,4,2014-07-22,2014,3,7,2014-07-13,1,0.02
675579268,41428238718,28,50011993,1,2015-01-18,2015,1,1,2013-09-16,0,1.34
1081311286,41329247014,50008168,50013636,1,2014-11-03,2014,4,11,2013-10-31,0,1.01
17289460,17210154076,122650008,50012361,1,2013-03-07,2013,1,3,2010-12-11,1,2.24
904942807,41366623825,50008168,50013636,1,2014-11-03,2014,4,11,2010-11-05,0,4.0
779743331,36418774349,122650008,50012363,1,2014-10-21,2014,4,10,2013-09-12,1,1.11
722440556,43511676953,50008168,50013207,1,2015-01-20,2015,1,1,2014-10-03,1,0.3
357851268,22174892020,28,50023670,1,2013-08-02,2013,3,8,2012-06-21,1,1.12
172453374,17551736567,28,50013175,1,2013-04-05,2013,2,4,2013-02-06,1,0.16
703730908,15453877039,50008168,50012451,1,2012-08-20,2012,3,8,2010-05-02,0,2.3
793020597,20239214726,50008168,50013636,1,2013-12-04,2013,4,12,2012-04-27,0,1.61
726045779,20083542325,50008168,50013636,1,2013-10-05,2013,4,10,2012-09-04,0,1.08
752822677,24555520405,28,50013187,2,2014-01-23,2014,1,1,2013-02-26,1,0.91
377473718,37907720818,50008168,121452056,1,2014-07-18,2014,3,7,2011-12-26,1,2.56
40216027,13777585537,28,50008895,1,2013-10-13,2013,4,10,2011-01-24,0,2.72
118942006,19583152851,28,50023663,1,2014-12-26,2014,4,12,2012-09-29,1,2.24
1684502624,43540340971,50008168,50006235,1,2015-01-15,2015,1,1,2011-05-25,1,3.65
61588159,9680854286,38,211122,2,2014-08-02,2014,3,8,2013-08-13,0,0.97
2262837380,42999336100,50008168,50010549,1,2015-01-06,2015,1,1,2011-09-14,0,3.32
1033466085,19526078410,122650008,50012364,1,2013-10-04,2013,4,10,2012-04-11,0,1.48
24079156,36661272201,50008168,50013636,1,2014-03-18,2014,1,3,2010-12-31,1,3.21
154492646,25458044289,50008168,50012449,1,2013-06-06,2013,2,6,2011-11-13,1,1.56
173329093,35673961051,50008168,50013711,2,2014-04-09,2014,2,4,2013-06-15,0,0.82
416284711,18527612360,50008168,50012449,1,2013-07-23,2013,3,7,2013-03-24,0,0.33
723397857,16718273674,122650008,50012359,1,2014-10-08,2014,4,10,2011-09-17,0,3.06
1055473418,20945084205,50008168,50013636,2,2012-12-01,2012,4,12,2010-11-03,1,2.08
389377821,40477412693,50008168,50010555,1,2014-09-02,2014,3,9,2014-05-20,0,0.29
387079260,20993659220,50014815,50012564,4,2014-05-02,2014,2,5,2013-10-18,1,0.54
71850476,18905956218,50014815,50014275,1,2013-01-27,2013,1,1,2012-05-13,1,0.71
76472818,40392733996,50008168,121424027,1,2014-09-24,2014,3,9,2012-04-25,1,2.42
38060393,14027224169,50014815,50018436,1,2012-07-07,2012,3,7,2011-08-01,1,0.93
69203525,35212424255,50008168,50013636,1,2013-12-12,2013,4,12,2010-01-23,1,3.89
688809898,22210716281,28,50023531,1,2013-04-10,2013,2,4,2012-08-04,0,0.68
771449207,20922028936,50014815,50005982,1,2014-12-08,2014,4,12,2014-06-22,0,0.46
1683328510,38275805698,50008168,121394024,1,2014-07-11,2014,3,7,2013-08-17,1,0.9
21137271,17691567559,50008168,50013636,1,2012-11-22,2012,4,11,2011-02-04,1,1.8
1766969850,41161458583,50008168,50013636,1,2014-09-21,2014,3,9,2013-06-13,0,1.27
74459175,13155318835,50014815,50012564,5,2014-07-20,2014,3,7,2013-03-09,0,1.36
877518892,36499367185,28,50012475,1,2014-05-14,2014,2,5,2014-03-04,1,0.19
80512596,36131873399,122650008,50012363,1,2014-02-20,2014,1,2,2013-02-08,0,1.03
140860418,24679988724,50014815,50012431,1,2014-11-02,2014,4,11,2013-12-02,0,0.92
109907629,6009465208,28,50014250,1,2013-02-17,2013,1,2,2010-02-18,1,3.0
55522687,8159654162,50014815,50012456,1,2014-04-29,2014,2,4,2013-12-15,1,0.37
854053048,35774477574,50008168,50010549,1,2013-11-11,2013,4,11,2011-05-24,1,2.47
728180676,39589756565,50008168,121408024,1,2014-11-26,2014,4,11,2010-12-12,0,3.96
310635877,41262741580,50008168,50010566,1,2014-10-12,2014,4,10,2013-03-21,0,1.56
89800466,8835103504,28,50023661,1,2012-08-28,2012,3,8,2011-03-31,0,1.41
1830529477,24198240503,28,121540027,1,2014-08-02,2014,3,8,2013-06-17,0,1.13
155969997,16983951706,50008168,50012451,1,2012-09-24,2012,3,9,2012-05-05,0,0.39
891736786,37968733758,50008168,50013207,1,2014-08-03,2014,3,8,2012-06-28,1,2.1
131325713,23943612874,50008168,50013636,1,2013-04-16,2013,2,4,2011-04-29,0,1.97
870668820,9390785457,50014815,50006520,6,2014-11-25,2014,4,11,2014-02-11,1,0.79
1869728066,17629298588,50014815,50006099,1,2014-05-30,2014,2,5,2013-07-21,1,0.86
655834471,18860456727,38,50006843,1,2012-10-14,2012,4,10,2012-04-03,0,0.53
511889597,20026407554,50008168,50013207,1,2013-07-05,2013,3,7,2011-11-06,1,1.66
93332442,37317558555,50008168,50013207,1,2014-03-19,2014,1,3,2011-11-02,0,2.38
142427984,37967196751,50008168,50013207,1,2014-04-23,2014,2,4,2011-07-21,0,2.76
1643805171,37802896330,50008168,121394024,1,2014-09-01,2014,3,9,2014-05-09,1,0.32
1103802043,37076000628,28,50023514,1,2014-04-24,2014,2,4,2013-03-01,1,1.15
1730315664,13155318835,50014815,50012564,5,2015-02-05,2015,1,2,2012-06-29,0,2.61
75104744,15809019524,50008168,121394024,1,2014-05-13,2014,2,5,2014-03-15,1,0.16
196293483,18654493396,28,50023670,1,2013-09-04,2013,3,9,2010-01-17,1,3.63
369840982,24537752535,50014815,50018436,1,2013-08-02,2013,3,8,2013-03-09,1,0.4
10642245,14109039851,38,50006843,1,2013-06-17,2013,2,6,2013-02-13,0,0.34
92590396,21167235111,50008168,50013207,1,2013-07-06,2013,3,7,2012-07-17,1,0.97
127451512,36512326995,50008168,50013207,1,2013-12-17,2013,4,12,2012-12-12,0,1.01
381387022,19046999290,50014815,50006041,1,2014-03-04,2014,1,3,2013-04-01,1,0.92
23256752,19386943590,28,121398041,1,2014-05-13,2014,2,5,2012-07-12,1,1.84
82248938,41229697286,50008168,121462023,1,2015-01-21,2015,1,1,2014-12-30,0,0.06
460971987,10082122933,28,50013881,1,2012-07-05,2012,3,7,2011-10-01,0,0.76
77933013,17958495541,28,50023790,1,2013-09-10,2013,3,9,2010-07-02,1,3.19
1033551143,36881265150,50008168,50146022,1,2014-03-30,2014,1,3,2013-08-12,0,0.63
63741599,7964426157,38,50018858,1,2012-08-16,2012,3,8,2011-03-24,0,1.4
70231555,14518073759,50014815,50018704,1,2012-07-24,2012,3,7,2012-02-23,0,0.42
631917779,20812756384,38,50018821,3,2013-07-23,2013,3,7,2012-10-23,1,0.75
26188351,15604654059,50008168,50013636,1,2012-08-12,2012,3,8,2010-03-29,0,2.38
50238258,24784096636,50014815,50018412,1,2013-05-14,2013,2,5,2010-12-06,1,2.44
207508450,16520257539,38,211122,1,2013-01-03,2013,1,1,2012-02-20,1,0.87
525892484,38613126621,50008168,121462075,1,2014-05-14,2014,2,5,2013-06-19,1,0.9
138121253,15385184597,28,251725,1,2013-08-26,2013,3,8,2011-03-03,1,2.48
646222766,15745598713,50008168,50013636,1,2013-04-01,2013,2,4,2010-02-28,0,3.09
1038480421,21592283484,50014815,50012485,1,2013-09-01,2013,3,9,2013-02-08,1,0.56
330386953,19737728033,50014815,50006042,1,2012-10-05,2012,4,10,2011-02-10,0,1.65
645557,18250831986,38,50018615,1,2012-12-13,2012,4,12,2012-02-07,0,0.85
441486929,40049728542,122650008,50012359,1,2014-09-17,2014,3,9,2012-11-28,1,1.8
141999400,16683723491,28,50023514,1,2013-12-28,2013,4,12,2012-08-17,1,1.36
186849644,16011345799,122650008,50012365,1,2013-11-14,2013,4,11,2010-11-15,1,3.0
746105695,35032052704,50008168,50010544,1,2014-12-06,2014,4,12,2013-06-27,1,1.44
408325776,36329990892,50008168,50007011,1,2014-06-16,2014,2,6,2014-05-05,0,0.12
729828346,8680970096,50022520,50016704,1,2013-01-29,2013,1,1,2013-01-07,1,0.06
97496056,27398884617,50008168,50012451,1,2013-11-07,2013,4,11,2011-11-17,0,1.98
691470382,19422455983,50008168,50010558,1,2013-06-02,2013,2,6,2013-04-07,0,0.15
33580636,18099804498,28,50011993,1,2013-07-31,2013,3,7,2011-01-02,0,2.58
84835944,9572765527,50014815,50018831,1,2012-10-08,2012,4,10,2011-10-08,0,1.0
53433471,18443716949,28,251725,1,2013-06-17,2013,2,6,2012-09-03,1,0.79
57970535,40454371694,50008168,50013636,1,2014-10-04,2014,4,10,2013-01-14,1,1.72
290538796,40879182928,50008168,50132021,1,2014-10-20,2014,4,10,2011-05-20,1,3.42
69057729,41329822560,50014815,50018831,1,2015-01-27,2015,1,1,2011-01-05,1,4.06
1049355963,3846280641,122650008,50012366,1,2012-12-12,2012,4,12,2012-07-02,0,0.45
761265678,17004072939,50022520,50016704,1,2015-01-23,2015,1,1,2013-09-27,1,1.32
136451900,18106855904,50008168,50132021,1,2013-09-21,2013,3,9,2012-10-18,0,0.93
48922355,18668522144,50008168,50013711,1,2013-07-06,2013,3,7,2011-07-15,0,1.98
767800373,40346552484,50008168,50010557,1,2014-09-15,2014,3,9,2012-06-08,0,2.27
91156811,16420656795,50008168,50156020,1,2013-08-02,2013,3,8,2012-05-25,0,1.19
352890947,12581814608,50008168,50012451,1,2013-11-16,2013,4,11,2010-12-01,0,2.96
844344519,16984049478,28,121540027,1,2014-10-23,2014,4,10,2012-02-10,1,2.7
65079983,39395316554,50014815,50012564,1,2014-06-10,2014,2,6,2013-08-04,1,0.85
96476817,16782984369,50008168,50010555,1,2013-02-17,2013,1,2,2012-08-13,0,0.52
441460285,16470498466,50022520,50026456,1,2013-11-11,2013,4,11,2013-10-23,1,0.05
27595882,9209901980,50008168,50013711,1,2013-05-21,2013,2,5,2010-03-29,1,3.15
133647926,10864011676,50022520,50011847,1,2013-10-03,2013,4,10,2013-09-25,1,0.02
62395309,35832748656,50008168,50010536,1,2013-11-13,2013,4,11,2011-12-12,1,1.92
2080304899,18692478396,50008168,50012442,1,2014-05-04,2014,2,5,2010-07-13,0,3.81
39645715,23645720507,28,50023663,1,2013-10-26,2013,4,10,2013-01-22,1,0.76
11503702,19837354550,38,50018825,1,2013-08-26,2013,3,8,2012-08-26,1,1.0
88830644,37935777608,50008168,50013636,1,2014-06-26,2014,2,6,2014-03-25,1,0.25
262823764,19850745502,28,50008895,1,2014-04-17,2014,2,4,2012-09-13,1,1.59
373105196,35127116589,28,50006820,1,2014-12-21,2014,4,12,2014-01-03,1,0.96
672265151,5587503865,50008168,50006602,1,2013-03-10,2013,1,3,2012-11-28,0,0.28
447609368,16086781316,50008168,50010557,1,2012-11-11,2012,4,11,2011-11-15,1,0.99
1793514014,37361737960,50008168,50013207,1,2014-07-11,2014,3,7,2013-06-25,0,1.04
376464964,37010642083,50014815,50018831,1,2015-01-30,2015,1,1,2014-08-24,0,0.44
1942584506,39661606531,50008168,121394024,1,2014-10-27,2014,4,10,2014-04-05,1,0.56
276246305,14511867259,50008168,50006602,1,2012-09-07,2012,3,9,2010-10-10,0,1.91
406935827,35146292682,28,50013175,1,2014-03-24,2014,1,3,2013-12-30,1,0.23
58244867,15407281853,50008168,50012451,1,2012-10-29,2012,4,10,2010-10-15,1,2.04
812347802,25308408488,50014815,50018436,1,2013-11-18,2013,4,11,2013-03-19,0,0.67
385231417,35252562356,122650008,50012367,1,2013-11-18,2013,4,11,2011-11-22,1,1.99
163954748,41204572991,122650008,50012365,1,2014-10-18,2014,4,10,2013-06-16,0,1.34
70069665,15962074584,50008168,50007011,1,2012-12-12,2012,4,12,2010-04-15,0,2.66
1658032434,26426216668,50014815,50009547,1,2014-01-10,2014,1,1,2012-10-22,1,1.22
339355276,24197216809,50008168,50010558,1,2014-05-25,2014,2,5,2013-08-31,1,0.73
117002455,20262893195,50008168,50013711,1,2014-03-27,2014,1,3,2011-04-25,0,2.92
135519929,25760364628,50008168,50013207,1,2014-03-28,2014,1,3,2012-02-26,1,2.08
648241169,13586455878,50014815,50018436,1,2014-09-15,2014,3,9,2013-10-05,0,0.95
686047242,36781757986,122650008,50012361,2,2014-09-15,2014,3,9,2010-03-04,0,4.54
69106930,14652034564,50008168,50013711,1,2012-07-16,2012,3,7,2010-06-01,0,2.13
46239667,14174510205,38,50018821,1,2014-10-14,2014,4,10,2011-09-16,1,3.08
94577459,12881851566,28,50023790,10,2013-09-14,2013,3,9,2012-07-06,0,1.19
405674478,26910624143,50008168,50013636,1,2013-09-07,2013,3,9,2012-10-28,1,0.86
118300134,23594708318,50008168,50013636,1,2013-05-04,2013,2,5,2011-05-03,0,2.01
1743387086,43539568980,50008168,50010538,1,2015-01-31,2015,1,1,2012-10-13,0,2.3
43270534,17064575657,50008168,50012442,1,2014-11-27,2014,4,11,2014-04-10,1,0.63
69889555,13023273876,50022520,50023591,1,2012-11-30,2012,4,11,2010-11-11,0,2.05
69889555,25137540538,50008168,50006602,1,2014-05-24,2014,2,5,2010-11-11,0,3.53
2118737046,42036193982,50014815,50018831,1,2014-11-28,2014,4,11,2014-04-11,1,0.63
718935048,39660631632,28,50006100,1,2014-08-31,2014,3,8,2012-10-28,0,1.84
411347539,14601864164,50014815,50014277,1,2013-01-02,2013,1,1,2012-09-04,1,0.33
78962691,37551736045,122650008,50012363,1,2014-06-04,2014,2,6,2013-02-18,0,1.29
78135508,40701170667,50008168,50013636,1,2014-11-11,2014,4,11,2011-11-05,1,3.02
52744851,17440629603,50014815,50010236,1,2013-04-01,2013,2,4,2012-08-22,1,0.61
859624068,15421138219,50008168,50013207,1,2012-09-24,2012,3,9,2011-08-24,1,1.09
1041892321,8365793861,38,211122,2,2013-09-17,2013,3,9,2012-08-01,0,1.13
771784864,16243586211,122650008,50012363,1,2012-11-13,2012,4,11,2012-08-24,0,0.22
